Datetime,FCU_CTRL,FAN_CTRL,RM_TEMP,RMCLGSPT,RMHTGSPT,FCU_MAT,FCU_DAT,FCU_RAT,FCU_CVLV,FCU_CVLV_DM,FCU_CLG_GPM,FCU_CLG_EWT,FCU_CLG_RWT,FCU_HVLV,FCU_HVLV_DM,FCU_HTG_GPM,FCU_HTG_EWT,FCU_HTG_RWT,FCU_DA_CFM,FCU_OA_CFM,FCU_DMPR,FCU_DMPR_DM,FCU_SPD,FCU_OAT,FCU_WAT,FCU_MA_HUMD,FCU_OA_HUMD,FCU_DA_HUMD,FCU_RA_HUMD
01/01/2018 00:00,2.0,1.0,71.98949999999999,85.0,55.0,48.949666666666666,68.847,71.98949999999999,0.0,0.0,0.0,45.0,50.08633333333333,0.0,0.0,0.0,120.0,68.847,0.0008333333333333334,0.88,0.0,0.0,0.0,25.90983333333333,0.0,60.11,56.3625,49.398,43.50116666666667
01/01/2018 01:00,2.0,1.0,71.22766666666666,85.0,55.0,48.8615,61.0905,71.22766666666666,0.0,0.0,0.0,45.0,49.78366666666667,0.0,0.0,0.0,120.0,61.0905,0.0008333333333333333,0.88,0.0,0.0,0.0,26.495833333333334,0.0,59.21666666666667,55.02016666666667,64.54299999999999,43.567
01/01/2018 02:00,2.0,1.0,70.8755,85.0,55.0,48.9365,56.44433333333333,70.8755,0.0,0.0,0.0,45.0,49.66283333333333,0.0,0.0,0.0,120.0,56.44433333333333,0.0011666666666666668,0.88,0.0,0.0,0.0,26.997833333333332,0.0,58.02433333333333,53.93,75.97533333333334,43.05566666666667
01/01/2018 03:00,2.0,1.0,70.4975,85.0,55.0,48.729,53.648,70.4975,0.0,0.0,0.0,45.0,49.543,0.0,0.0,0.0,120.0,53.648,0.0005,0.88,0.0,0.0,0.0,26.96,0.0,57.30433333333334,54.133,83.84966666666666,42.605000000000004
01/01/2018 04:00,2.0,1.0,70.12033333333333,85.0,55.0,48.54,51.9435,70.12033333333333,0.0,0.0,0.0,45.0,49.412666666666674,0.0,0.0,0.0,120.0,51.9435,0.0005,0.88,0.0,0.0,0.0,26.96,0.0,56.24483333333333,52.556333333333335,89.5215,42.1705
01/01/2018 05:00,2.0,1.0,69.81866666666666,85.0,55.0,48.38933333333333,50.87983333333333,69.81866666666666,0.0,0.0,0.0,45.0,49.27516666666667,0.0,0.0,0.0,120.0,50.87983333333333,0.001333333333333333,0.88,0.0,0.0,0.0,26.96,0.0,55.09133333333333,50.967999999999996,93.47233333333334,41.599666666666664
01/01/2018 06:00,1.0166666666666666,1.0,69.60116666666666,72.21666666666667,67.78333333333333,48.299166666666665,50.1945,69.60116666666666,0.0,0.0,0.0,45.0,49.141666666666666,0.0,0.0,0.0,120.0,50.1945,0.013000000000000001,0.88,0.295,0.295,0.0,26.998,0.0,54.188833333333335,49.9475,96.20516666666667,41.109833333333334
01/01/2018 07:00,1.0,1.0,69.407,72.0,68.0,47.964166666666664,49.73466666666666,69.407,0.0,0.0,0.0,45.0,49.00033333333333,0.0,0.0,0.0,120.0,49.73466666666666,0.011833333333333335,0.88,0.3,0.3,0.0,26.524,0.0,54.744,49.86466666666667,97.85133333333333,41.63583333333334
01/01/2018 08:00,1.0,1.0,71.11866666666667,72.0,68.0,52.38866666666667,53.9715,71.11866666666667,0.0,0.0,0.0,45.0,53.774499999999996,0.0,0.0,0.0,120.0,53.91283333333333,92.81233333333333,10.461333333333334,0.3,0.3,2.275,25.940166666666666,0.5651666666666666,53.131166666666665,51.24883333333333,86.2985,40.88033333333333
01/01/2018 09:00,1.0,1.0,72.17616666666666,72.0,68.0,67.43016666666666,67.413,72.17616666666666,0.001,0.001,0.0,45.0,67.41916666666667,0.0,0.0,0.0,120.0,67.406,397.92900000000003,41.96716666666667,0.3,0.3,9.75,26.936,2.63,30.049333333333333,49.46183333333333,51.852666666666664,27.327833333333334
01/01/2018 10:00,1.0,1.0,72.5945,72.0,68.0,68.01583333333333,66.08200000000001,72.5945,0.11600000000000002,0.11616666666666668,0.07916666666666666,45.0,67.94833333333334,0.0,0.0,0.0,120.0,66.09583333333333,397.9295,41.96566666666667,0.3,0.3,9.75,29.043333333333333,2.63,21.842166666666667,48.49533333333333,54.17516666666667,19.628833333333333
01/01/2018 11:00,1.0,1.0,72.02916666666667,72.0,68.0,67.65616666666666,63.8195,72.02916666666667,0.14650000000000002,0.14650000000000002,0.15083333333333335,45.0,67.15466666666667,0.0,0.0,0.0,120.0,63.823,397.928,41.965333333333334,0.3,0.3,9.75,30.448,2.63,21.065166666666666,48.15,58.271499999999996,18.920666666666666
01/01/2018 12:00,1.0,1.0,71.94066666666667,72.0,68.0,67.739,64.396,71.94066666666667,0.1421666666666667,0.1421666666666667,0.12683333333333333,45.0,67.37983333333334,0.0,0.0,0.0,120.0,64.38933333333334,397.92966666666666,41.96583333333333,0.3,0.3,9.75,32.003166666666665,2.63,20.173000000000002,45.91833333333333,57.15983333333334,18.135166666666667
01/01/2018 13:00,1.0,1.0,71.97200000000001,72.0,68.0,67.88916666666667,66.076,71.97200000000001,0.13,0.13,0.06766666666666668,45.0,67.88000000000001,0.0,0.0,0.0,120.0,66.07333333333334,397.92900000000003,41.967999999999996,0.3,0.3,9.75,33.1705,2.63,18.6875,45.00833333333333,54.068333333333335,16.7315
01/01/2018 14:00,1.0,1.0,71.95533333333333,72.0,68.0,67.8705,66.73683333333334,71.95533333333333,0.12416666666666668,0.12416666666666668,0.042499999999999996,45.0,67.8735,0.0,0.0,0.0,120.0,66.734,397.92816666666664,41.9665,0.3,0.3,9.75,33.125166666666665,2.63,20.35983333333333,44.19116666666666,52.952666666666666,18.367166666666666
01/01/2018 15:00,1.0,1.0,71.9785,72.0,68.0,67.84033333333333,67.36316666666667,71.9785,0.11783333333333332,0.11783333333333332,0.01916666666666667,45.0,67.85566666666666,0.0,0.0,0.0,120.0,67.36233333333332,397.9275,41.962833333333336,0.3,0.3,9.75,32.63933333333333,2.63,20.488833333333332,40.97666666666667,51.9315,18.575
01/01/2018 16:00,1.0,1.0,71.82516666666668,72.0,68.0,67.53566666666667,67.45433333333334,71.82516666666668,0.1,0.1,0.0036666666666666666,45.0,67.56016666666667,0.0,0.0,0.0,120.0,67.45533333333334,397.92716666666666,41.96633333333333,0.3,0.3,9.75,31.041333333333334,2.63,19.622833333333332,39.149,51.78783333333333,17.790333333333333
01/01/2018 17:00,1.0,1.0,71.49050000000001,72.0,68.0,62.97166666666667,66.9145,71.49050000000001,0.015000000000000001,0.015000000000000001,0.0,45.0,66.8835,0.0,0.0,0.0,120.0,66.91583333333332,298.44983333333334,31.695,0.3,0.3,7.3125,29.497166666666665,1.9878333333333333,21.624333333333333,41.71583333333333,52.658166666666666,17.708833333333335
01/01/2018 18:00,1.9833333333333334,1.0,72.7465,84.78333333333333,55.21666666666667,50.6805,67.10333333333332,72.7465,0.0,0.0,0.0,45.0,66.11683333333333,0.0,0.0,0.0,120.0,67.1025,6.6419999999999995,1.5645,0.005,0.005,0.1625,27.973833333333335,0.049833333333333334,33.10266666666667,47.7225,52.3495,21.36116666666667
01/01/2018 19:00,2.0,1.0,72.01216666666666,85.0,55.0,49.227333333333334,66.17783333333334,72.01216666666666,0.0,0.0,0.0,45.0,63.772166666666664,0.0,0.0,0.0,120.0,66.17783333333334,0.007333333333333333,0.88,0.0,0.0,0.0,26.442166666666665,0.0,39.96616666666667,47.83583333333333,53.89683333333333,27.330499999999997
01/01/2018 20:00,2.0,1.0,71.44483333333332,85.0,55.0,48.75566666666667,64.71966666666667,71.44483333333332,0.0,0.0,0.0,45.0,61.65333333333333,0.0,0.0,0.0,120.0,64.71966666666667,0.0061666666666666675,0.88,0.0,0.0,0.0,26.066666666666666,0.0,44.576,45.4325,56.527,31.980999999999998
01/01/2018 21:00,2.0,1.0,70.44616666666667,85.0,55.0,47.99183333333334,63.04233333333333,70.44616666666667,0.0,0.0,0.0,45.0,59.75083333333334,0.0,0.0,0.0,120.0,63.04233333333333,0.005000000000000001,0.88,0.0,0.0,0.0,25.537333333333333,0.0,47.76266666666667,50.51983333333333,59.88533333333333,34.358
01/01/2018 22:00,2.0,1.0,69.7825,85.0,55.0,47.35850000000001,61.309333333333335,69.7825,0.0,0.0,0.0,45.0,58.01616666666666,0.0,0.0,0.0,120.0,61.309333333333335,0.0035000000000000005,0.88,0.0,0.0,0.0,24.935166666666667,0.0,49.34583333333333,52.96516666666666,63.79633333333334,35.622166666666665
01/01/2018 23:00,2.0,1.0,68.71149999999999,85.0,55.0,46.84583333333333,59.6135,68.71149999999999,0.0,0.0,0.0,45.0,56.44716666666667,0.0,0.0,0.0,120.0,59.6135,0.007000000000000001,0.88,0.0,0.0,0.0,24.98,0.0,50.82066666666666,55.90116666666667,68.14383333333333,37.07966666666667
